team,points,n,p_raw,p,mean,p_top,team_nr
Stjarnan (62%),33,377,0.09425,0.6444444444444445,30.895999999999997,62%,8
Stjarnan (62%),34,353,0.08825,0.6034188034188034,30.895999999999997,62%,8
Stjarnan (62%),35,163,0.04075,0.27863247863247864,30.895999999999997,62%,8
Stjarnan (62%),36,126,0.0315,0.2153846153846154,30.895999999999997,62%,8
Stjarnan (62%),37,104,0.026,0.17777777777777778,30.895999999999997,62%,8
Stjarnan (62%),38,27,0.00675,0.046153846153846156,30.895999999999997,62%,8
Stjarnan (62%),39,25,0.00625,0.04273504273504274,30.895999999999997,62%,8
Stjarnan (62%),40,15,0.00375,0.02564102564102564,30.895999999999997,62%,8
Stjarnan (62%),42,2,5e-4,0.0034188034188034192,30.895999999999997,62%,8
Valur (100%),33,4,0.001,0.006791171477079797,42.00225,100%,12
Valur (100%),34,14,0.0035,0.02376910016977929,42.00225,100%,12
Valur (100%),35,36,0.009,0.06112054329371817,42.00225,100%,12
Valur (100%),36,66,0.0165,0.11205432937181665,42.00225,100%,12
Valur (100%),37,173,0.04325,0.2937181663837012,42.00225,100%,12
Valur (100%),38,216,0.054,0.366723259762309,42.00225,100%,12
Valur (100%),39,303,0.07575,0.5144312393887945,42.00225,100%,12
Valur (100%),40,501,0.12525,0.8505942275042445,42.00225,100%,12
Valur (100%),41,412,0.103,0.6994906621392191,42.00225,100%,12
Valur (100%),42,508,0.127,0.8624787775891342,42.00225,100%,12
Valur (100%),43,589,0.14725,1,42.00225,100%,12
Valur (100%),44,302,0.0755,0.5127334465195247,42.00225,100%,12
Valur (100%),45,338,0.0845,0.5738539898132429,42.00225,100%,12
Valur (100%),46,294,0.0735,0.499151103565365,42.00225,100%,12
Valur (100%),47,70,0.0175,0.11884550084889645,42.00225,100%,12
Valur (100%),48,118,0.0295,0.200339558573854,42.00225,100%,12
Valur (100%),49,44,0.011,0.07470288624787776,42.00225,100%,12
Valur (100%),51,12,0.003,0.02037351443123939,42.00225,100%,12
Vestri (61%),22,2,5e-4,0.003656307129798903,30.56775,61%,7
Vestri (61%),23,18,0.0045,0.03290676416819012,30.56775,61%,7
Vestri (61%),24,50,0.0125,0.09140767824497258,30.56775,61%,7
Vestri (61%),25,109,0.02725,0.1992687385740402,30.56775,61%,7
Vestri (61%),26,238,0.0595,0.43510054844606944,30.56775,61%,7
Vestri (61%),27,251,0.06275,0.4588665447897623,30.56775,61%,7
Vestri (61%),28,338,0.0845,0.6179159049360147,30.56775,61%,7
Vestri (61%),29,547,0.13675,1,30.56775,61%,7
Vestri (61%),30,471,0.11775,0.8610603290676415,30.56775,61%,7
Vestri (61%),31,405,0.10125,0.7404021937842779,30.56775,61%,7
Vestri (61%),32,536,0.134,0.979890310786106,30.56775,61%,7
Vestri (61%),33,310,0.0775,0.5667276051188299,30.56775,61%,7
Vestri (61%),34,272,0.068,0.49725776965265084,30.56775,61%,7
Vestri (61%),35,244,0.061,0.44606946983546614,30.56775,61%,7
Vestri (61%),36,76,0.019,0.13893967093235832,30.56775,61%,7
Vestri (61%),37,71,0.01775,0.12979890310786105,30.56775,61%,7
Vestri (61%),38,51,0.01275,0.09323583180987202,30.56775,61%,7
Vestri (61%),40,11,0.00275,0.020109689213893965,30.56775,61%,7
Víkingur R. (100%),31,22,0.0055,0.03554119547657512,38.373250000000006,100%,10
Víkingur R. (100%),32,64,0.016,0.10339256865912763,38.373250000000006,100%,10
Víkingur R. (100%),33,91,0.02275,0.1470113085621971,38.373250000000006,100%,10
Víkingur R. (100%),34,176,0.044,0.28432956381260094,38.373250000000006,100%,10
Víkingur R. (100%),35,348,0.087,0.5621970920840065,38.373250000000006,100%,10
Víkingur R. (100%),36,364,0.091,0.5880452342487884,38.373250000000006,100%,10
Víkingur R. (100%),37,465,0.11625,0.7512116316639742,38.373250000000006,100%,10
Víkingur R. (100%),38,619,0.15475,1,38.373250000000006,100%,10
Víkingur R. (100%),39,423,0.10575,0.6833602584814217,38.373250000000006,100%,10
Víkingur R. (100%),40,465,0.11625,0.7512116316639742,38.373250000000006,100%,10
Víkingur R. (100%),41,436,0.109,0.7043618739903069,38.373250000000006,100%,10
Víkingur R. (100%),42,131,0.03275,0.21163166397415187,38.373250000000006,100%,10
Víkingur R. (100%),43,222,0.0555,0.35864297253634897,38.373250000000006,100%,10
Víkingur R. (100%),44,130,0.0325,0.210016155088853,38.373250000000006,100%,10
Víkingur R. (100%),46,44,0.011,0.07108239095315023,38.373250000000006,100%,10
ÍA (2%),15,13,0.00325,0.022968197879858657,22.389000000000003,2%,1
ÍA (2%),16,80,0.02,0.1413427561837456,22.389000000000003,2%,1
ÍA (2%),17,89,0.02225,0.15724381625441697,22.389000000000003,2%,1
ÍA (2%),18,210,0.0525,0.3710247349823322,22.389000000000003,2%,1
ÍA (2%),19,388,0.097,0.6855123674911662,22.389000000000003,2%,1
ÍA (2%),20,340,0.085,0.6007067137809188,22.389000000000003,2%,1
ÍA (2%),21,458,0.1145,0.8091872791519436,22.389000000000003,2%,1
ÍA (2%),22,566,0.1415,1,22.389000000000003,2%,1
ÍA (2%),23,402,0.1005,0.7102473498233217,22.389000000000003,2%,1
ÍA (2%),24,447,0.11175,0.7897526501766785,22.389000000000003,2%,1
ÍA (2%),25,426,0.1065,0.7526501766784452,22.389000000000003,2%,1
ÍA (2%),26,178,0.0445,0.31448763250883394,22.389000000000003,2%,1
ÍA (2%),27,169,0.04225,0.2985865724381626,22.389000000000003,2%,1
ÍA (2%),28,145,0.03625,0.25618374558303886,22.389000000000003,2%,1
ÍA (2%),29,28,0.007,0.04946996466431096,22.389000000000003,2%,1
ÍA (2%),30,38,0.0095,0.06713780918727916,22.389000000000003,2%,1
ÍA (2%),31,20,0.005,0.0353356890459364,22.389000000000003,2%,1
ÍA (2%),33,3,7.5e-4,0.00530035335689046,22.389000000000003,2%,1
ÍBV (13%),21,153,0.03825,0.21309192200557103,25.89,13%,3
ÍBV (13%),22,314,0.0785,0.4373259052924791,25.89,13%,3
ÍBV (13%),23,280,0.07,0.3899721448467967,25.89,13%,3
ÍBV (13%),24,522,0.1305,0.7270194986072424,25.89,13%,3
ÍBV (13%),25,718,0.1795,1,25.89,13%,3
ÍBV (13%),26,386,0.0965,0.5376044568245125,25.89,13%,3
ÍBV (13%),27,506,0.1265,0.7047353760445683,25.89,13%,3
ÍBV (13%),28,487,0.12175,0.6782729805013927,25.89,13%,3
ÍBV (13%),29,191,0.04775,0.26601671309192204,25.89,13%,3
ÍBV (13%),30,222,0.0555,0.30919220055710306,25.89,13%,3
ÍBV (13%),31,153,0.03825,0.21309192200557103,25.89,13%,3
ÍBV (13%),32,20,0.005,0.02785515320334262,25.89,13%,3
ÍBV (13%),33,33,0.00825,0.04596100278551533,25.89,13%,3
ÍBV (13%),34,12,0.003,0.016713091922005572,25.89,13%,3
ÍBV (13%),36,3,7.5e-4,0.004178272980501393,25.89,13%,3
