date,division,home,away,home_goals,away_goals,n,p
2025-08-23,2,Leiknir R.,ÍR,3,6,8,0.002
2025-08-23,2,Leiknir R.,ÍR,3,7,1,2.5e-4
2025-08-23,2,Leiknir R.,ÍR,3,8,2,5e-4
2025-08-23,2,Leiknir R.,ÍR,4,0,69,0.01725
2025-08-23,2,Leiknir R.,ÍR,4,1,107,0.02675
2025-08-23,2,Leiknir R.,ÍR,4,2,70,0.0175
2025-08-23,2,Leiknir R.,ÍR,4,3,62,0.0155
2025-08-23,2,Leiknir R.,ÍR,4,4,21,0.00525
2025-08-23,2,Leiknir R.,ÍR,4,5,12,0.003
2025-08-23,2,Leiknir R.,ÍR,4,6,1,2.5e-4
2025-08-23,2,Leiknir R.,ÍR,5,0,32,0.008
2025-08-23,2,Leiknir R.,ÍR,5,1,36,0.009
2025-08-23,2,Leiknir R.,ÍR,5,2,44,0.011
2025-08-23,2,Leiknir R.,ÍR,5,3,23,0.00575
2025-08-23,2,Leiknir R.,ÍR,5,4,10,0.0025
2025-08-23,2,Leiknir R.,ÍR,5,5,3,7.5e-4
2025-08-23,2,Leiknir R.,ÍR,5,6,2,5e-4
2025-08-23,2,Leiknir R.,ÍR,5,7,1,2.5e-4
2025-08-23,2,Leiknir R.,ÍR,6,0,9,0.00225
2025-08-23,2,Leiknir R.,ÍR,6,1,16,0.004
2025-08-23,2,Leiknir R.,ÍR,6,2,17,0.00425
2025-08-23,2,Leiknir R.,ÍR,6,3,6,0.0015
2025-08-23,2,Leiknir R.,ÍR,6,4,3,7.5e-4
2025-08-23,2,Leiknir R.,ÍR,6,5,3,7.5e-4
2025-08-23,2,Leiknir R.,ÍR,6,6,1,2.5e-4
2025-08-23,2,Leiknir R.,ÍR,7,0,2,5e-4
2025-08-23,2,Leiknir R.,ÍR,7,1,5,0.00125
2025-08-23,2,Leiknir R.,ÍR,7,2,11,0.00275
2025-08-23,2,Leiknir R.,ÍR,7,3,4,0.001
2025-08-23,2,Leiknir R.,ÍR,7,4,2,5e-4
2025-08-23,2,Leiknir R.,ÍR,8,0,2,5e-4
2025-08-23,2,Leiknir R.,ÍR,8,1,1,2.5e-4
2025-08-23,2,Leiknir R.,ÍR,8,2,2,5e-4
2025-08-23,2,Leiknir R.,ÍR,8,6,1,2.5e-4
2025-08-23,2,Leiknir R.,ÍR,8,8,1,2.5e-4
2025-08-23,2,Leiknir R.,ÍR,9,2,1,2.5e-4
2025-08-23,2,Leiknir R.,ÍR,9,3,2,5e-4
2025-08-23,2,Þróttur R.,Selfoss,0,0,150,0.0375
2025-08-23,2,Þróttur R.,Selfoss,0,1,242,0.0605
2025-08-23,2,Þróttur R.,Selfoss,0,2,228,0.057
2025-08-23,2,Þróttur R.,Selfoss,0,3,127,0.03175
2025-08-23,2,Þróttur R.,Selfoss,0,4,64,0.016
2025-08-23,2,Þróttur R.,Selfoss,0,5,47,0.01175
2025-08-23,2,Þróttur R.,Selfoss,0,6,11,0.00275
2025-08-23,2,Þróttur R.,Selfoss,0,7,1,2.5e-4
2025-08-23,2,Þróttur R.,Selfoss,0,8,1,2.5e-4
2025-08-23,2,Þróttur R.,Selfoss,1,0,195,0.04875
2025-08-23,2,Þróttur R.,Selfoss,1,1,372,0.093
2025-08-23,2,Þróttur R.,Selfoss,1,2,337,0.08425
2025-08-23,2,Þróttur R.,Selfoss,1,3,216,0.054
2025-08-23,2,Þróttur R.,Selfoss,1,4,109,0.02725
2025-08-23,2,Þróttur R.,Selfoss,1,5,53,0.01325
2025-08-23,2,Þróttur R.,Selfoss,1,6,22,0.0055
2025-08-23,2,Þróttur R.,Selfoss,1,7,3,7.5e-4
2025-08-23,2,Þróttur R.,Selfoss,1,8,1,2.5e-4
2025-08-23,2,Þróttur R.,Selfoss,1,9,1,2.5e-4
2025-08-23,2,Þróttur R.,Selfoss,2,0,149,0.03725
2025-08-23,2,Þróttur R.,Selfoss,2,1,275,0.06875
2025-08-23,2,Þróttur R.,Selfoss,2,2,269,0.06725
2025-08-23,2,Þróttur R.,Selfoss,2,3,161,0.04025
2025-08-23,2,Þróttur R.,Selfoss,2,4,78,0.0195
2025-08-23,2,Þróttur R.,Selfoss,2,5,36,0.009
2025-08-23,2,Þróttur R.,Selfoss,2,6,17,0.00425
2025-08-23,2,Þróttur R.,Selfoss,2,7,5,0.00125
2025-08-23,2,Þróttur R.,Selfoss,2,8,3,7.5e-4
2025-08-23,2,Þróttur R.,Selfoss,3,0,70,0.0175
2025-08-23,2,Þróttur R.,Selfoss,3,1,136,0.034
2025-08-23,2,Þróttur R.,Selfoss,3,2,132,0.033
2025-08-23,2,Þróttur R.,Selfoss,3,3,81,0.02025
2025-08-23,2,Þróttur R.,Selfoss,3,4,55,0.01375
2025-08-23,2,Þróttur R.,Selfoss,3,5,22,0.0055
2025-08-23,2,Þróttur R.,Selfoss,3,6,7,0.00175
2025-08-23,2,Þróttur R.,Selfoss,3,7,2,5e-4
2025-08-23,2,Þróttur R.,Selfoss,3,8,2,5e-4
2025-08-23,2,Þróttur R.,Selfoss,3,9,2,5e-4
2025-08-23,2,Þróttur R.,Selfoss,4,0,29,0.00725
2025-08-23,2,Þróttur R.,Selfoss,4,1,61,0.01525
2025-08-23,2,Þróttur R.,Selfoss,4,2,57,0.01425
2025-08-23,2,Þróttur R.,Selfoss,4,3,41,0.01025
2025-08-23,2,Þróttur R.,Selfoss,4,4,24,0.006
2025-08-23,2,Þróttur R.,Selfoss,4,5,5,0.00125
2025-08-23,2,Þróttur R.,Selfoss,4,6,1,2.5e-4
2025-08-23,2,Þróttur R.,Selfoss,4,8,1,2.5e-4
2025-08-23,2,Þróttur R.,Selfoss,5,0,9,0.00225
2025-08-23,2,Þróttur R.,Selfoss,5,1,18,0.0045
2025-08-23,2,Þróttur R.,Selfoss,5,2,15,0.00375
2025-08-23,2,Þróttur R.,Selfoss,5,3,13,0.00325
2025-08-23,2,Þróttur R.,Selfoss,5,4,1,2.5e-4
2025-08-23,2,Þróttur R.,Selfoss,5,5,4,0.001
2025-08-23,2,Þróttur R.,Selfoss,5,7,1,2.5e-4
2025-08-23,2,Þróttur R.,Selfoss,6,0,2,5e-4
2025-08-23,2,Þróttur R.,Selfoss,6,1,4,0.001
2025-08-23,2,Þróttur R.,Selfoss,6,2,8,0.002
2025-08-23,2,Þróttur R.,Selfoss,6,3,6,0.0015
2025-08-23,2,Þróttur R.,Selfoss,6,4,5,0.00125
2025-08-23,2,Þróttur R.,Selfoss,6,5,1,2.5e-4
2025-08-23,2,Þróttur R.,Selfoss,6,6,1,2.5e-4
2025-08-23,2,Þróttur R.,Selfoss,7,1,2,5e-4
2025-08-23,2,Þróttur R.,Selfoss,7,2,3,7.5e-4
2025-08-23,2,Þróttur R.,Selfoss,7,3,2,5e-4
2025-08-23,2,Þróttur R.,Selfoss,7,5,1,2.5e-4
2025-08-23,2,Þróttur R.,Selfoss,8,4,1,2.5e-4
2025-08-23,2,Þróttur R.,Selfoss,9,3,1,2.5e-4
2025-08-23,2,Þróttur R.,Selfoss,9,4,1,2.5e-4
2025-08-23,2,Þór,Njarðvík,0,0,236,0.059
2025-08-23,2,Þór,Njarðvík,0,1,346,0.0865
2025-08-23,2,Þór,Njarðvík,0,2,264,0.066
2025-08-23,2,Þór,Njarðvík,0,3,135,0.03375
2025-08-23,2,Þór,Njarðvík,0,4,57,0.01425
2025-08-23,2,Þór,Njarðvík,0,5,21,0.00525
2025-08-23,2,Þór,Njarðvík,0,6,5,0.00125
2025-08-23,2,Þór,Njarðvík,0,7,2,5e-4
2025-08-23,2,Þór,Njarðvík,0,9,1,2.5e-4
2025-08-23,2,Þór,Njarðvík,1,0,280,0.07
2025-08-23,2,Þór,Njarðvík,1,1,443,0.11075
2025-08-23,2,Þór,Njarðvík,1,2,351,0.08775
2025-08-23,2,Þór,Njarðvík,1,3,213,0.05325
2025-08-23,2,Þór,Njarðvík,1,4,65,0.01625
2025-08-23,2,Þór,Njarðvík,1,5,30,0.0075
2025-08-23,2,Þór,Njarðvík,1,6,14,0.0035
2025-08-23,2,Þór,Njarðvík,1,7,7,0.00175
2025-08-23,2,Þór,Njarðvík,1,8,1,2.5e-4
2025-08-23,2,Þór,Njarðvík,1,9,1,2.5e-4
2025-08-23,2,Þór,Njarðvík,2,0,182,0.0455
2025-08-23,2,Þór,Njarðvík,2,1,282,0.0705
2025-08-23,2,Þór,Njarðvík,2,2,226,0.0565
2025-08-23,2,Þór,Njarðvík,2,3,105,0.02625
2025-08-23,2,Þór,Njarðvík,2,4,50,0.0125
2025-08-23,2,Þór,Njarðvík,2,5,23,0.00575
2025-08-23,2,Þór,Njarðvík,2,6,9,0.00225
2025-08-23,2,Þór,Njarðvík,2,7,2,5e-4
2025-08-23,2,Þór,Njarðvík,3,0,79,0.01975
2025-08-23,2,Þór,Njarðvík,3,1,135,0.03375
2025-08-23,2,Þór,Njarðvík,3,2,113,0.02825
2025-08-23,2,Þór,Njarðvík,3,3,64,0.016
2025-08-23,2,Þór,Njarðvík,3,4,29,0.00725
2025-08-23,2,Þór,Njarðvík,3,5,15,0.00375
2025-08-23,2,Þór,Njarðvík,3,6,6,0.0015
2025-08-23,2,Þór,Njarðvík,4,0,26,0.0065
2025-08-23,2,Þór,Njarðvík,4,1,44,0.011
2025-08-23,2,Þór,Njarðvík,4,2,36,0.009
2025-08-23,2,Þór,Njarðvík,4,3,27,0.00675
2025-08-23,2,Þór,Njarðvík,4,4,20,0.005
2025-08-23,2,Þór,Njarðvík,4,5,3,7.5e-4
2025-08-23,2,Þór,Njarðvík,4,6,2,5e-4
2025-08-23,2,Þór,Njarðvík,4,7,1,2.5e-4
2025-08-23,2,Þór,Njarðvík,5,0,6,0.0015
2025-08-23,2,Þór,Njarðvík,5,1,9,0.00225
2025-08-23,2,Þór,Njarðvík,5,2,10,0.0025
2025-08-23,2,Þór,Njarðvík,5,3,6,0.0015
2025-08-23,2,Þór,Njarðvík,5,4,5,0.00125
2025-08-23,2,Þór,Njarðvík,6,0,1,2.5e-4
2025-08-23,2,Þór,Njarðvík,6,1,7,0.00175
2025-08-23,2,Þór,Njarðvík,6,2,2,5e-4
2025-08-23,2,Þór,Njarðvík,6,3,1,2.5e-4
2025-08-23,2,Þór,Njarðvík,6,4,1,2.5e-4
2025-08-23,2,Þór,Njarðvík,7,7,1,2.5e-4
2025-08-23,3,Haukar,Þróttur V.,0,0,127,0.03175
2025-08-23,3,Haukar,Þróttur V.,0,1,173,0.04325
2025-08-23,3,Haukar,Þróttur V.,0,2,163,0.04075
2025-08-23,3,Haukar,Þróttur V.,0,3,81,0.02025
2025-08-23,3,Haukar,Þróttur V.,0,4,42,0.0105
2025-08-23,3,Haukar,Þróttur V.,0,5,14,0.0035
2025-08-23,3,Haukar,Þróttur V.,0,6,3,7.5e-4
2025-08-23,3,Haukar,Þróttur V.,0,8,2,5e-4
2025-08-23,3,Haukar,Þróttur V.,0,9,1,2.5e-4
2025-08-23,3,Haukar,Þróttur V.,1,0,191,0.04775
2025-08-23,3,Haukar,Þróttur V.,1,1,358,0.0895
2025-08-23,3,Haukar,Þróttur V.,1,2,280,0.07
2025-08-23,3,Haukar,Þróttur V.,1,3,174,0.0435
2025-08-23,3,Haukar,Þróttur V.,1,4,65,0.01625
2025-08-23,3,Haukar,Þróttur V.,1,5,29,0.00725
2025-08-23,3,Haukar,Þróttur V.,1,6,14,0.0035
2025-08-23,3,Haukar,Þróttur V.,1,7,2,5e-4
2025-08-23,3,Haukar,Þróttur V.,1,9,1,2.5e-4
2025-08-23,3,Haukar,Þróttur V.,2,0,178,0.0445
2025-08-23,3,Haukar,Þróttur V.,2,1,296,0.074
2025-08-23,3,Haukar,Þróttur V.,2,2,293,0.07325
2025-08-23,3,Haukar,Þróttur V.,2,3,135,0.03375
2025-08-23,3,Haukar,Þróttur V.,2,4,74,0.0185
2025-08-23,3,Haukar,Þróttur V.,2,5,30,0.0075
2025-08-23,3,Haukar,Þróttur V.,2,6,10,0.0025
2025-08-23,3,Haukar,Þróttur V.,2,7,3,7.5e-4
2025-08-23,3,Haukar,Þróttur V.,2,8,3,7.5e-4
2025-08-23,3,Haukar,Þróttur V.,3,0,113,0.02825
2025-08-23,3,Haukar,Þróttur V.,3,1,187,0.04675
2025-08-23,3,Haukar,Þróttur V.,3,2,171,0.04275
2025-08-23,3,Haukar,Þróttur V.,3,3,106,0.0265
2025-08-23,3,Haukar,Þróttur V.,3,4,49,0.01225
2025-08-23,3,Haukar,Þróttur V.,3,5,27,0.00675
2025-08-23,3,Haukar,Þróttur V.,3,6,5,0.00125
2025-08-23,3,Haukar,Þróttur V.,4,0,56,0.014
2025-08-23,3,Haukar,Þróttur V.,4,1,113,0.02825
2025-08-23,3,Haukar,Þróttur V.,4,2,91,0.02275
2025-08-23,3,Haukar,Þróttur V.,4,3,44,0.011
2025-08-23,3,Haukar,Þróttur V.,4,4,33,0.00825
2025-08-23,3,Haukar,Þróttur V.,4,5,9,0.00225
2025-08-23,3,Haukar,Þróttur V.,4,6,1,2.5e-4
2025-08-23,3,Haukar,Þróttur V.,4,8,1,2.5e-4
2025-08-23,3,Haukar,Þróttur V.,5,0,33,0.00825
2025-08-23,3,Haukar,Þróttur V.,5,1,52,0.013
2025-08-23,3,Haukar,Þróttur V.,5,2,40,0.01
2025-08-23,3,Haukar,Þróttur V.,5,3,24,0.006
2025-08-23,3,Haukar,Þróttur V.,5,4,9,0.00225
2025-08-23,3,Haukar,Þróttur V.,5,5,5,0.00125
2025-08-23,3,Haukar,Þróttur V.,6,0,10,0.0025
2025-08-23,3,Haukar,Þróttur V.,6,1,17,0.00425
2025-08-23,3,Haukar,Þróttur V.,6,2,16,0.004
2025-08-23,3,Haukar,Þróttur V.,6,3,7,0.00175
2025-08-23,3,Haukar,Þróttur V.,6,4,7,0.00175
2025-08-23,3,Haukar,Þróttur V.,6,5,1,2.5e-4
2025-08-23,3,Haukar,Þróttur V.,6,6,2,5e-4
2025-08-23,3,Haukar,Þróttur V.,7,1,5,0.00125
2025-08-23,3,Haukar,Þróttur V.,7,2,9,0.00225
2025-08-23,3,Haukar,Þróttur V.,7,3,1,2.5e-4
2025-08-23,3,Haukar,Þróttur V.,7,4,3,7.5e-4
2025-08-23,3,Haukar,Þróttur V.,7,5,1,2.5e-4
2025-08-23,3,Haukar,Þróttur V.,7,6,1,2.5e-4
2025-08-23,3,Haukar,Þróttur V.,8,1,3,7.5e-4
2025-08-23,3,Haukar,Þróttur V.,8,3,3,7.5e-4
2025-08-23,3,Haukar,Þróttur V.,9,0,1,2.5e-4
2025-08-23,3,Haukar,Þróttur V.,9,3,1,2.5e-4
2025-08-23,3,Haukar,Þróttur V.,9,4,1,2.5e-4
2025-08-23,3,KFA,Kári,0,0,95,0.02375
2025-08-23,3,KFA,Kári,0,1,137,0.03425
2025-08-23,3,KFA,Kári,0,2,108,0.027
2025-08-23,3,KFA,Kári,0,3,41,0.01025
2025-08-23,3,KFA,Kári,0,4,15,0.00375
2025-08-23,3,KFA,Kári,0,5,7,0.00175
2025-08-23,3,KFA,Kári,0,6,3,7.5e-4
2025-08-23,3,KFA,Kári,0,8,1,2.5e-4
2025-08-23,3,KFA,Kári,1,0,185,0.04625
2025-08-23,3,KFA,Kári,1,1,272,0.068
2025-08-23,3,KFA,Kári,1,2,254,0.0635
2025-08-23,3,KFA,Kári,1,3,113,0.02825
2025-08-23,3,KFA,Kári,1,4,43,0.01075
2025-08-23,3,KFA,Kári,1,5,25,0.00625
2025-08-23,3,KFA,Kári,1,6,6,0.0015
2025-08-23,3,KFA,Kári,1,7,1,2.5e-4
2025-08-23,3,KFA,Kári,2,0,201,0.05025
2025-08-23,3,KFA,Kári,2,1,310,0.0775
2025-08-23,3,KFA,Kári,2,2,275,0.06875
2025-08-23,3,KFA,Kári,2,3,130,0.0325
2025-08-23,3,KFA,Kári,2,4,57,0.01425
2025-08-23,3,KFA,Kári,2,5,19,0.00475
2025-08-23,3,KFA,Kári,2,6,8,0.002
2025-08-23,3,KFA,Kári,2,7,2,5e-4
2025-08-23,3,KFA,Kári,3,0,167,0.04175
2025-08-23,3,KFA,Kári,3,1,263,0.06575
2025-08-23,3,KFA,Kári,3,2,188,0.047
2025-08-23,3,KFA,Kári,3,3,110,0.0275
2025-08-23,3,KFA,Kári,3,4,42,0.0105
2025-08-23,3,KFA,Kári,3,5,22,0.0055
2025-08-23,3,KFA,Kári,3,6,1,2.5e-4
2025-08-23,3,KFA,Kári,3,7,4,0.001
2025-08-23,3,KFA,Kári,4,0,86,0.0215
2025-08-23,3,KFA,Kári,4,1,156,0.039
2025-08-23,3,KFA,Kári,4,2,112,0.028
2025-08-23,3,KFA,Kári,4,3,74,0.0185
2025-08-23,3,KFA,Kári,4,4,41,0.01025
2025-08-23,3,KFA,Kári,4,5,14,0.0035
2025-08-23,3,KFA,Kári,4,6,4,0.001
2025-08-23,3,KFA,Kári,5,0,48,0.012
2025-08-23,3,KFA,Kári,5,1,74,0.0185
2025-08-23,3,KFA,Kári,5,2,62,0.0155
2025-08-23,3,KFA,Kári,5,3,29,0.00725
2025-08-23,3,KFA,Kári,5,4,9,0.00225
2025-08-23,3,KFA,Kári,5,5,7,0.00175
2025-08-23,3,KFA,Kári,5,6,3,7.5e-4
2025-08-23,3,KFA,Kári,5,8,1,2.5e-4
2025-08-23,3,KFA,Kári,6,0,19,0.00475
2025-08-23,3,KFA,Kári,6,1,28,0.007
2025-08-23,3,KFA,Kári,6,2,30,0.0075
2025-08-23,3,KFA,Kári,6,3,15,0.00375
2025-08-23,3,KFA,Kári,6,4,9,0.00225
2025-08-23,3,KFA,Kári,6,5,1,2.5e-4
2025-08-23,3,KFA,Kári,6,7,1,2.5e-4
2025-08-23,3,KFA,Kári,7,0,12,0.003
2025-08-23,3,KFA,Kári,7,1,13,0.00325
2025-08-23,3,KFA,Kári,7,2,13,0.00325
2025-08-23,3,KFA,Kári,7,3,6,0.0015
2025-08-23,3,KFA,Kári,7,4,4,0.001
2025-08-23,3,KFA,Kári,7,5,1,2.5e-4
2025-08-23,3,KFA,Kári,8,0,5,0.00125
2025-08-23,3,KFA,Kári,8,1,4,0.001
2025-08-23,3,KFA,Kári,8,2,2,5e-4
2025-08-23,3,KFA,Kári,8,3,3,7.5e-4
2025-08-23,3,KFA,Kári,8,5,1,2.5e-4
2025-08-23,3,KFA,Kári,9,0,2,5e-4
2025-08-23,3,KFA,Kári,9,1,2,5e-4
2025-08-23,3,KFA,Kári,9,2,2,5e-4
2025-08-23,3,KFA,Kári,10,2,1,2.5e-4
2025-08-23,3,KFA,Kári,15,1,1,2.5e-4
2025-08-23,3,KFG,Dalvík/Reynir,0,0,75,0.01875
2025-08-23,3,KFG,Dalvík/Reynir,0,1,110,0.0275
2025-08-23,3,KFG,Dalvík/Reynir,0,2,73,0.01825
2025-08-23,3,KFG,Dalvík/Reynir,0,3,39,0.00975
2025-08-23,3,KFG,Dalvík/Reynir,0,4,12,0.003
2025-08-23,3,KFG,Dalvík/Reynir,0,5,6,0.0015
2025-08-23,3,KFG,Dalvík/Reynir,1,0,169,0.04225
2025-08-23,3,KFG,Dalvík/Reynir,1,1,249,0.06225
2025-08-23,3,KFG,Dalvík/Reynir,1,2,212,0.053
2025-08-23,3,KFG,Dalvík/Reynir,1,3,87,0.02175
2025-08-23,3,KFG,Dalvík/Reynir,1,4,28,0.007
2025-08-23,3,KFG,Dalvík/Reynir,1,5,8,0.002
2025-08-23,3,KFG,Dalvík/Reynir,1,6,6,0.0015
2025-08-23,3,KFG,Dalvík/Reynir,1,7,1,2.5e-4
2025-08-23,3,KFG,Dalvík/Reynir,1,8,1,2.5e-4
2025-08-23,3,KFG,Dalvík/Reynir,2,0,234,0.0585
2025-08-23,3,KFG,Dalvík/Reynir,2,1,334,0.0835
2025-08-23,3,KFG,Dalvík/Reynir,2,2,239,0.05975
2025-08-23,3,KFG,Dalvík/Reynir,2,3,122,0.0305
2025-08-23,3,KFG,Dalvík/Reynir,2,4,44,0.011
2025-08-23,3,KFG,Dalvík/Reynir,2,5,9,0.00225
2025-08-23,3,KFG,Dalvík/Reynir,2,6,8,0.002
2025-08-23,3,KFG,Dalvík/Reynir,2,7,1,2.5e-4
2025-08-23,3,KFG,Dalvík/Reynir,2,8,1,2.5e-4
2025-08-23,3,KFG,Dalvík/Reynir,3,0,202,0.0505
2025-08-23,3,KFG,Dalvík/Reynir,3,1,288,0.072
2025-08-23,3,KFG,Dalvík/Reynir,3,2,192,0.048
2025-08-23,3,KFG,Dalvík/Reynir,3,3,86,0.0215
2025-08-23,3,KFG,Dalvík/Reynir,3,4,27,0.00675
2025-08-23,3,KFG,Dalvík/Reynir,3,5,6,0.0015
2025-08-23,3,KFG,Dalvík/Reynir,3,6,2,5e-4
2025-08-23,3,KFG,Dalvík/Reynir,4,0,117,0.02925
2025-08-23,3,KFG,Dalvík/Reynir,4,1,167,0.04175
2025-08-23,3,KFG,Dalvík/Reynir,4,2,145,0.03625
2025-08-23,3,KFG,Dalvík/Reynir,4,3,73,0.01825
2025-08-23,3,KFG,Dalvík/Reynir,4,4,28,0.007
2025-08-23,3,KFG,Dalvík/Reynir,4,5,6,0.0015
2025-08-23,3,KFG,Dalvík/Reynir,4,6,2,5e-4
2025-08-23,3,KFG,Dalvík/Reynir,4,8,1,2.5e-4
2025-08-23,3,KFG,Dalvík/Reynir,5,0,84,0.021
2025-08-23,3,KFG,Dalvík/Reynir,5,1,86,0.0215
2025-08-23,3,KFG,Dalvík/Reynir,5,2,84,0.021
2025-08-23,3,KFG,Dalvík/Reynir,5,3,44,0.011
2025-08-23,3,KFG,Dalvík/Reynir,5,4,14,0.0035
2025-08-23,3,KFG,Dalvík/Reynir,5,5,4,0.001
2025-08-23,3,KFG,Dalvík/Reynir,5,6,5,0.00125
2025-08-23,3,KFG,Dalvík/Reynir,6,0,48,0.012
2025-08-23,3,KFG,Dalvík/Reynir,6,1,48,0.012
2025-08-23,3,KFG,Dalvík/Reynir,6,2,40,0.01
2025-08-23,3,KFG,Dalvík/Reynir,6,3,21,0.00525
2025-08-23,3,KFG,Dalvík/Reynir,6,4,11,0.00275
2025-08-23,3,KFG,Dalvík/Reynir,6,5,2,5e-4
2025-08-23,3,KFG,Dalvík/Reynir,6,6,2,5e-4
2025-08-23,3,KFG,Dalvík/Reynir,7,0,7,0.00175
2025-08-23,3,KFG,Dalvík/Reynir,7,1,23,0.00575
2025-08-23,3,KFG,Dalvík/Reynir,7,2,20,0.005
2025-08-23,3,KFG,Dalvík/Reynir,7,3,7,0.00175
2025-08-23,3,KFG,Dalvík/Reynir,7,4,2,5e-4
2025-08-23,3,KFG,Dalvík/Reynir,7,5,2,5e-4
2025-08-23,3,KFG,Dalvík/Reynir,8,0,3,7.5e-4
2025-08-23,3,KFG,Dalvík/Reynir,8,1,6,0.0015
2025-08-23,3,KFG,Dalvík/Reynir,8,2,4,0.001
2025-08-23,3,KFG,Dalvík/Reynir,8,3,5,0.00125
2025-08-23,3,KFG,Dalvík/Reynir,8,4,2,5e-4
2025-08-23,3,KFG,Dalvík/Reynir,9,0,4,0.001
2025-08-23,3,KFG,Dalvík/Reynir,9,1,7,0.00175
2025-08-23,3,KFG,Dalvík/Reynir,9,2,2,5e-4
2025-08-23,3,KFG,Dalvík/Reynir,10,2,1,2.5e-4
2025-08-23,3,KFG,Dalvík/Reynir,11,1,1,2.5e-4
2025-08-23,3,KFG,Dalvík/Reynir,13,4,1,2.5e-4
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,0,0,208,0.052
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,0,1,108,0.027
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,0,2,35,0.00875
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,0,3,4,0.001
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,0,4,1,2.5e-4
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,0,5,2,5e-4
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,1,0,427,0.10675
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,1,1,277,0.06925
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,1,2,108,0.027
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,1,3,22,0.0055
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,1,4,6,0.0015
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,1,6,2,5e-4
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,2,0,517,0.12925
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,2,1,333,0.08325
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,2,2,119,0.02975
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,2,3,23,0.00575
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,2,4,6,0.0015
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,2,5,2,5e-4
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,3,0,411,0.10275
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,3,1,276,0.069
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,3,2,92,0.023
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,3,3,25,0.00625
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,3,4,7,0.00175
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,3,5,2,5e-4
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,4,0,253,0.06325
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,4,1,170,0.0425
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,4,2,58,0.0145
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,4,3,15,0.00375
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,4,4,2,5e-4
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,4,5,1,2.5e-4
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,5,0,142,0.0355
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,5,1,80,0.02
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,5,2,32,0.008
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,5,3,9,0.00225
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,5,4,3,7.5e-4
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,5,6,1,2.5e-4
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,6,0,64,0.016
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,6,1,45,0.01125
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,6,2,13,0.00325
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,6,3,1,2.5e-4
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,7,0,36,0.009
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,7,1,23,0.00575
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,7,2,6,0.0015
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,8,0,13,0.00325
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,8,1,6,0.0015
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,8,2,3,7.5e-4
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,9,0,4,0.001
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,9,1,2,5e-4
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,9,2,1,2.5e-4
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,10,0,1,2.5e-4
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,11,0,2,5e-4
2025-08-23,3,Víkingur Ó.,Höttur/Huginn,11,1,1,2.5e-4
2025-08-23,3,Víðir,Kormákur/Hvöt,0,0,62,0.0155
2025-08-23,3,Víðir,Kormákur/Hvöt,0,1,81,0.02025
