team,points,n,p_raw,p,mean,p_top,team_nr
ÍA (0%),23,394,0.0985,0.4544405997693195,20.04675,0%,1
ÍA (0%),25,192,0.048,0.22145328719723184,20.04675,0%,1
ÍBV (20%),25,553,0.13825,0.5901814300960513,28.051499999999997,20%,4
ÍBV (20%),26,633,0.15825,0.6755602988260405,28.051499999999997,20%,4
ÍBV (20%),27,312,0.078,0.3329775880469584,28.051499999999997,20%,4
ÍBV (20%),28,937,0.23425,1,28.051499999999997,20%,4
ÍBV (20%),29,739,0.18475,0.7886872998932764,28.051499999999997,20%,4
ÍBV (20%),30,165,0.04125,0.17609391675560299,28.051499999999997,20%,4
ÍBV (20%),31,422,0.1055,0.4503735325506937,28.051499999999997,20%,4
ÍBV (20%),32,163,0.04075,0.17395944503735325,28.051499999999997,20%,4
ÍBV (20%),34,76,0.019,0.08110992529348986,28.051499999999997,20%,4
